OSEBuildingID,ZipCode,CouncilDistrictCode,Latitude,Longitude,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),LargestPropertyUseTypeGFA,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseTypeGFA,ENERGYSTARScore,SiteEnergyUse(kBtu),TotalGHGEmissions,MainUses_GFA_Ratio,Use_Adult Education,Use_Automobile Dealership,Use_Bank Branch,Use_Bar/Nightclub,Use_College/University,Use_Convenience Store without Gas Station,Use_Courthouse,Use_Data Center,Use_Distribution Center,Use_Enclosed Mall,Use_Fast Food Restaurant,Use_Financial Office,Use_Fire Station,Use_Fitness Center/Health Club/Gym,Use_Food Sales,Use_Food Service,Use_Hospital (General Medical & Surgical),Use_Hotel,Use_K-12 School,Use_Laboratory,Use_Library,Use_Lifestyle Center,Use_Manufacturing/Industrial Plant,Use_Medical Office,Use_Movie Theater,Use_Multifamily Housing,Use_Museum,Use_Non-Refrigerated Warehouse,Use_Office,Use_Other,Use_Other - Education,Use_Other - Entertainment/Public Assembly,Use_Other - Lodging/Residential,Use_Other - Mall,Use_Other - Public Services,Use_Other - Recreation,Use_Other - Restaurant/Bar,Use_Other - Services,Use_Other - Technology/Science,Use_Other - Utility,Use_Other/Specialty Hospital,Use_Parking,Use_Performing Arts,"Use_Personal Services (Health/Beauty, Dry Cleaning, etc)",Use_Police Station,Use_Pre-school/Daycare,Use_Refrigerated Warehouse,"Use_Repair Services (Vehicle, Shoe, Locksmith, etc)",Use_Residence Hall/Dormitory,Use_Residential Care Facility,Use_Restaurant,Use_Retail Store,Use_Self-Storage Facility,Use_Senior Care Community,Use_Social/Meeting Hall,Use_Strip Mall,Use_Supermarket/Grocery Store,Use_Swimming Pool,Use_Urgent Care/Clinic/Other Outpatient,Use_Vocational School,Use_Worship Facility,BuildingAge,Ratio_Parking_GFA,Ratio_Building_GFA,Ratio_LargestUse_GFA,Ratio_SecondaryUses_GFA,BuildingType_NonResidential,BuildingType_Nonresidential COS,BuildingType_Nonresidential WA,BuildingType_SPS-District K-12,Neighborhood_Ballard,Neighborhood_CENTRAL,Neighborhood_Central,Neighborhood_DELRIDGE,Neighborhood_DOWNTOWN,Neighborhood_Delridge,Neighborhood_EAST,Neighborhood_GREATER DUWAMISH,Neighborhood_LAKE UNION,Neighborhood_MAGNOLIA / QUEEN ANNE,Neighborhood_NORTH,Neighborhood_NORTHEAST,Neighborhood_NORTHWEST,Neighborhood_North,Neighborhood_Northwest,Neighborhood_SOUTHEAST,Neighborhood_SOUTHWEST
21687,98118.0,2,47.56028,-122.28914,1.0,2,22364,0,22364,22364.0,0.0,0.0,,1467029.75,54.44,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0.0,1.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21689,98118.0,2,47.54693,-122.28718,1.0,2,41262,0,41262,40738.0,0.0,0.0,84.0,1903455.875,13.27,0.9873006640492463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0.0,1.0,0.9873006640492463,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
21716,98109.0,7,47.62038,-122.34668,1.0,2,43183,0,43183,26580.0,11497.0,0.0,,7408342.0,92.45,0.8817590255424589,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0.0,1.0,0.6155199962948382,0.2662390292476206,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
21723,98115.0,4,47.68566,-122.31849,1.0,3,45680,0,45680,45680.0,0.0,0.0,79.0,2077039.375,86.81,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,108,0.0,1.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
21741,98109.0,7,47.61935,-122.33389,1.0,14,724148,0,724148,726000.0,0.0,0.0,8.0,37797084.0,913.07,1.0025574882482586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0.0,1.0,1.0025574882482586,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
21768,98106.0,1,47.53439,-122.37699,1.0,1,23562,0,23562,18278.0,15212.0,0.0,96.0,531737.1875,3.71,1.4213564213564214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,59,0.0,1.0,0.775740599270011,0.6456158220864103,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21772,98107.0,6,47.65804,-122.36537,1.0,4,28844,0,28844,10292.0,10200.0,0.0,,910718.6875,6.35,0.7104423796976841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0.0,1.0,0.3568159755928443,0.3536264041048398,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21783,98108.0,2,47.56067,-122.32646,1.0,1,21101,0,21101,18373.0,2728.0,0.0,,675772.875,27.97,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0.0,1.0,0.8707170276290224,0.1292829723709777,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
21784,98108.0,2,47.56067,-122.32705,1.0,2,45594,0,45594,45594.0,0.0,0.0,75.0,1351267.875,9.42,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0.0,1.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
21785,98108.0,2,47.55013,-122.33044,1.0,1,26660,0,26660,26660.0,0.0,0.0,,2241280.5,15.62,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0.0,1.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
21786,98108.0,2,47.56056,-122.32593,1.0,1,28126,0,28126,21780.0,6346.0,0.0,44.0,870625.8125,18.63,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0.0,1.0,0.7743724667567375,0.22562753324326246,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
21787,98108.0,2,47.54813,-122.32553,1.0,1,35000,0,35000,35000.0,0.0,0.0,53.0,378714.4063,2.64,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0.0,1.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
21792,98108.0,2,47.54948,-122.32536,1.0,1,26150,0,26150,26150.0,0.0,0.0,6.0,1208407.625,26.55,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0.0,1.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
21793,98108.0,2,47.54974,-122.3261,1.0,2,24000,0,24000,24000.0,0.0,0.0,73.0,1088556.25,7.59,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0.0,1.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
21794,98102.0,3,47.64132,-122.31644,1.0,5,43594,0,43594,40809.0,0.0,0.0,38.0,2478045.5,73.26,0.9361150617057393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0.0,1.0,0.9361150617057393,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21822,98103.0,4,47.65791,-122.34274,1.0,1,28080,0,28080,25580.0,2500.0,0.0,,794724.625,18.54,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0.0,1.0,0.9109686609686609,0.08903133903133903,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
21879,98133.0,5,47.72618,-122.35642,1.0,2,51298,0,51298,51298.0,0.0,0.0,85.0,5655578.0,203.73,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,62,0.0,1.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21883,98133.0,5,47.72558,-122.3578,1.0,1,22047,0,22047,22898.0,0.0,0.0,100.0,265774.9063,1.85,1.0385993559214406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,54,0.0,1.0,1.0385993559214406,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21893,98108.0,1,47.5213,-122.32182,1.0,1,31600,0,31600,31600.0,0.0,0.0,3.0,3363535.5,103.28,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0.0,1.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
21894,98108.0,1,47.52024,-122.32137,1.0,1,35289,0,35289,35289.0,0.0,0.0,63.0,876425.0,23.9,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.0,1.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
21896,98108.0,1,47.51899,-122.321,1.0,1,28920,0,28920,30000.0,0.0,0.0,50.0,1750419.0,80.09,1.037344398340249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0.0,1.0,1.037344398340249,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
21897,98108.0,1,47.5193,-122.3213,1.0,1,22176,0,22176,22176.0,0.0,0.0,60.0,736428.625,32.77,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0.0,1.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
21904,98125.0,5,47.70079,-122.32714,1.0,3,39927,0,39927,39541.0,0.0,0.0,38.0,3568419.5,24.88,0.9903323565507051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0.0,1.0,0.9903323565507051,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
21905,98115.0,5,47.69883,-122.32479,1.0,1,30610,0,30610,23320.0,7290.0,0.0,,4294550.0,135.81,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0.0,1.0,0.761842535119242,0.23815746488075792,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
21907,98115.0,5,47.70007,-122.32533,1.0,2,26930,6350,20580,26930.0,0.0,0.0,64.0,1002995.0,6.99,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0.2357965094689937,0.7642034905310063,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
21913,98105.0,4,47.66353,-122.29505,1.0,2,20296,0,20296,20296.0,0.0,0.0,,855665.125,5.97,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,57,0.0,1.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
21916,98105.0,4,47.66246,-122.29342,1.0,2,22135,0,22135,10388.0,8116.0,3200.0,,1261634.5,27.41,0.9805285746555229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,71,0.0,1.0,0.46930201039078384,0.5112265642647391,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
21917,98105.0,4,47.66183,-122.29264,1.0,3,38378,0,38378,35066.0,3312.0,0.0,86.0,1645605.125,53.73,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0.0,1.0,0.9137005576111313,0.08629944238886862,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
21920,98105.0,4,47.66294,-122.29521,1.0,2,33576,0,33576,33576.0,0.0,0.0,64.0,1275231.75,49.73,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0.0,1.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
21921,98105.0,4,47.66205,-122.29545,1.0,1,33005,0,33005,34982.0,0.0,0.0,21.0,10642754.0,225.67,1.0599000151492197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,41,0.0,1.0,1.0599000151492197,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
21955,98199.0,7,47.63981,-122.39907,1.0,3,23910,0,23910,20000.0,3910.0,0.0,,873577.3125,15.11,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,89,0.0,1.0,0.8364700961940611,0.16352990380593893,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21964,98107.0,6,47.67477,-122.38241,1.0,2,21765,0,21765,21765.0,0.0,0.0,80.0,431390.4063,17.38,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,106,0.0,1.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22062,98122.0,3,47.61065,-122.31711,1.0,2,2200000,0,2200000,1719643.0,318960.0,0.0,,114648520.0,3243.48,0.9266377272727273,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0.0,1.0,0.7816559090909091,0.14498181818181818,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22078,98122.0,3,47.6101,-122.30838,1.0,2,26560,0,26560,26560.0,0.0,0.0,1.0,1751483.875,64.88,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,115,0.0,1.0,1.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22095,98103.0,4,47.65022,-122.34174,1.0,2,20140,0,20140,20140.0,0.0,0.0,49.0,116486.6016,0.81,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0.0,1.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
22139,98118.0,2,47.53846,-122.28305,1.0,2,38845,0,38845,38845.0,6000.0,0.0,82.0,6917280.0,215.56,1.1544600334663406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,24,0.0,1.0,1.0,0.15446003346634057,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
22142,98118.0,2,47.53747,-122.28308,1.0,1,26092,0,26092,25946.0,0.0,0.0,40.0,7619445.0,173.75,0.994404415146405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,63,0.0,1.0,0.994404415146405,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
22163,98108.0,2,47.55045,-122.32749,1.0,1,25500,0,25500,25500.0,0.0,0.0,98.0,1213869.75,55.3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0.0,1.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
22165,98108.0,2,47.5478,-122.32307,1.0,1,41895,0,41895,37524.0,2596.0,0.0,,1242311.5,25.09,0.9576321756772884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0.0,1.0,0.8956677407805227,0.06196443489676572,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
22166,98108.0,2,47.54912,-122.32184,1.0,2,56193,0,56193,56193.0,0.0,0.0,,2497942.75,46.9,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,58,0.0,1.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
22223,98107.0,6,47.6712,-122.37568,1.0,3,35448,0,35448,35448.0,0.0,0.0,97.0,1379932.5,60.34,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0.0,1.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22230,98107.0,6,47.66986,-122.37418,1.0,1,29214,0,29214,29214.0,0.0,0.0,8.0,9336239.0,208.53,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,50,0.0,1.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22240,98107.0,6,47.66828,-122.37428,1.0,1,89103,43035,46068,47034.0,0.0,0.0,34.0,14029480.0,384.85,0.5278610147806471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16,0.4829803710312784,0.5170196289687216,0.5278610147806471,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22252,98125.0,6,47.66621,-122.37502,1.0,1,32000,0,32000,29880.0,4700.0,0.0,,1331122.125,45.38,1.080625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0.0,1.0,0.93375,0.146875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22259,98107.0,6,47.66389,-122.37307,1.0,2,31140,0,31140,14840.0,9400.0,6900.0,,935580.3125,38.86,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,106,0.0,1.0,0.4765574823378292,0.5234425176621709,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22261,98107.0,6,47.6644,-122.37246,1.0,3,41478,0,41478,31932.0,9546.0,0.0,3.0,3035962.25,78.22,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0.0,1.0,0.7698538984521915,0.23014610154780848,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22264,98107.0,6,47.66411,-122.37185,1.0,1,39840,0,39840,39840.0,0.0,0.0,2.0,752104.0,5.24,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0.0,1.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22312,98107.0,6,47.66984,-122.3842,1.0,1,30576,15576,15000,15000.0,3100.0,0.0,,1533245.75,38.52,0.5919675562532706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.5094191522762951,0.49058084772370486,0.49058084772370486,0.10138670852956568,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22327,98107.0,6,47.66894,-122.38242,1.0,2,21528,0,21528,21528.0,0.0,0.0,,306911.0938,6.61,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,92,0.0,1.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22332,98107.0,6,47.66908,-122.38627,1.0,2,30000,0,30000,25828.0,0.0,0.0,,1094940.75,13.14,0.8609333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,88,0.0,1.0,0.8609333333333333,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
