OSEBuildingID,ZipCode,CouncilDistrictCode,Latitude,Longitude,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),LargestPropertyUseTypeGFA,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseTypeGFA,ENERGYSTARScore,SiteEnergyUse(kBtu),TotalGHGEmissions,MainUses_GFA_Ratio,Use_Adult Education,Use_Automobile Dealership,Use_Bank Branch,Use_Bar/Nightclub,Use_College/University,Use_Convenience Store without Gas Station,Use_Courthouse,Use_Data Center,Use_Distribution Center,Use_Enclosed Mall,Use_Fast Food Restaurant,Use_Financial Office,Use_Fire Station,Use_Fitness Center/Health Club/Gym,Use_Food Sales,Use_Food Service,Use_Hospital (General Medical & Surgical),Use_Hotel,Use_K-12 School,Use_Laboratory,Use_Library,Use_Lifestyle Center,Use_Manufacturing/Industrial Plant,Use_Medical Office,Use_Movie Theater,Use_Multifamily Housing,Use_Museum,Use_Non-Refrigerated Warehouse,Use_Office,Use_Other,Use_Other - Education,Use_Other - Entertainment/Public Assembly,Use_Other - Lodging/Residential,Use_Other - Mall,Use_Other - Public Services,Use_Other - Recreation,Use_Other - Restaurant/Bar,Use_Other - Services,Use_Other - Technology/Science,Use_Other - Utility,Use_Other/Specialty Hospital,Use_Parking,Use_Performing Arts,"Use_Personal Services (Health/Beauty, Dry Cleaning, etc)",Use_Police Station,Use_Pre-school/Daycare,Use_Refrigerated Warehouse,"Use_Repair Services (Vehicle, Shoe, Locksmith, etc)",Use_Residence Hall/Dormitory,Use_Residential Care Facility,Use_Restaurant,Use_Retail Store,Use_Self-Storage Facility,Use_Senior Care Community,Use_Social/Meeting Hall,Use_Strip Mall,Use_Supermarket/Grocery Store,Use_Swimming Pool,Use_Urgent Care/Clinic/Other Outpatient,Use_Vocational School,Use_Worship Facility,BuildingAge,Ratio_Parking_GFA,Ratio_Building_GFA,Ratio_LargestUse_GFA,Ratio_SecondaryUses_GFA,BuildingType_NonResidential,BuildingType_Nonresidential COS,BuildingType_Nonresidential WA,BuildingType_SPS-District K-12,Neighborhood_Ballard,Neighborhood_CENTRAL,Neighborhood_Central,Neighborhood_DELRIDGE,Neighborhood_DOWNTOWN,Neighborhood_Delridge,Neighborhood_EAST,Neighborhood_GREATER DUWAMISH,Neighborhood_LAKE UNION,Neighborhood_MAGNOLIA / QUEEN ANNE,Neighborhood_NORTH,Neighborhood_NORTHEAST,Neighborhood_NORTHWEST,Neighborhood_North,Neighborhood_Northwest,Neighborhood_SOUTHEAST,Neighborhood_SOUTHWEST
363,98105.0,4,47.66024,-122.31278,1.0,2,89200,0,89200,89200.0,0.0,0.0,83.0,6461937.0,89.47,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,38,0.0,1.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
364,98195.0,4,47.66072,-122.31466,1.0,23,474546,0,474546,474546.0,0.0,0.0,77.0,28450436.0,198.34,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0.0,1.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
365,98185.0,4,47.6606,-122.31512,1.0,5,36000,0,36000,36000.0,0.0,0.0,96.0,30038490.0,209.41,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0.0,1.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
367,98105.0,4,47.66065,-122.31689,1.0,6,135051,44248,90803,95943.0,42500.0,0.0,88.0,4426136.0,30.86,1.0251164374939838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0.32763918815854753,0.6723608118414525,0.7104205078081614,0.3146959296858224,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
368,98105.0,4,47.65999,-122.31741,1.0,5,220649,82720,137929,145754.0,90000.0,0.0,93.0,7046345.5,49.12,1.0684571423391902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0.37489406251557905,0.625105937484421,0.6605695017879075,0.4078876405512828,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
369,98101.0,7,47.61591,-122.33238,1.0,5,93660,0,93660,93660.0,0.0,0.0,,873221.875,6.09,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,52,0.0,1.0,1.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
370,98101.0,7,47.61597,-122.33086,1.0,18,413715,64660,349055,348270.0,69634.0,0.0,79.0,24224888.0,168.88,1.010125327822293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0.156291166624367,0.843708833375633,0.8418113919002211,0.16831393592207194,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
371,98101.0,7,47.6177,-122.3306,1.0,11,381381,195621,185760,182820.0,164192.0,37782.0,94.0,9765777.0,72.42,1.0089490561931507,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0.5129280168650248,0.48707198313497524,0.47936315652851086,0.5295858996646399,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
372,98101.0,7,47.61695,-122.32965,1.0,20,497513,118744,378769,367623.0,114510.0,0.0,65.0,26823218.0,197.19,0.9690862349325545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0.23867517029705757,0.7613248297029425,0.7389213950188236,0.2301648399137309,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
373,98121.0,7,47.61431,-122.34244,1.0,24,543876,116721,427155,424044.0,107300.0,0.0,79.0,25307744.0,176.43,0.9769579830696703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0.2146095801248814,0.7853904198751186,0.7796703660393178,0.1972876170303525,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
374,98121.0,7,47.6177,-122.3545,1.0,4,109347,38700,70647,42389.0,38700.0,28258.0,,8218155.5,91.13,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0.35391917473730417,0.6460808252626958,0.3876558113162684,0.6123441886837316,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
375,98121.0,7,47.6182,-122.352,1.0,6,396626,124216,272410,274002.0,122624.0,0.0,64.0,20361158.0,141.95,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0.31318168753435227,0.6868183124656477,0.6908321693484543,0.3091678306515458,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
376,98121.0,7,47.61598,-122.34369,1.0,6,287471,83591,203880,191814.0,72178.0,5322.0,74.0,14913424.0,103.97,0.9368388463531974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0.2907806352640788,0.7092193647359212,0.6672464352926034,0.26959241106059395,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
377,98121.0,7,47.61734,-122.34434,1.0,3,192630,48512,144118,146157.0,48199.0,0.0,94.0,5357833.0,46.03,1.0089601827337382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0.25184031563100245,0.7481596843689976,0.7587447438093755,0.25021543892436277,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
379,98121.0,7,47.6176,-122.35686,1.0,8,253103,61986,191117,158681.0,70190.0,21782.0,3.0,29949248.0,208.79,0.9903201463435835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0.244904248468015,0.755095751531985,0.6269423910423819,0.3633777553012015,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
381,98117.0,6,47.7019,-122.36374,1.0,1,60880,0,60880,61666.0,0.0,0.0,54.0,14293972.0,384.27,1.012910643889619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,60,0.0,1.0,1.012910643889619,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
382,98104.0,7,47.60227,-122.33202,1.0,5,50176,0,50176,50328.0,8329.0,4253.0,77.0,2933288.75,24.91,1.2537866709183674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,116,0.0,1.0,1.0030293367346939,0.25075733418367346,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
383,98104.0,7,47.60198,-122.33174,1.0,42,304346,0,304346,245028.0,8429.0,7518.0,72.0,23262244.0,741.3,0.8574944306808698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,104,0.0,1.0,0.8050968305809835,0.05239760009988632,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
384,98108.0,2,47.54066,-122.33023,1.0,1,128800,0,128800,119200.0,9600.0,0.0,97.0,1809101.5,78.92,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0.0,1.0,0.9254658385093167,0.07453416149068323,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
385,98101.0,7,47.60932,-122.33388,1.0,8,321945,0,321945,166919.0,39355.0,19787.0,76.0,13656587.0,355.05,0.702172731367159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,89,0.0,1.0,0.5184705462113094,0.1837021851558496,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
386,98101.0,7,47.60842,-122.33305,1.0,22,336330,0,336330,256299.0,66430.0,7438.0,77.0,18967014.0,530.66,0.9816757351410816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0.0,1.0,0.762046204620462,0.21962953052061962,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
388,98101.0,7,47.60896,-122.33481,1.0,42,635824,0,635824,718473.0,40000.0,19671.0,69.0,48479988.0,337.97,1.2238355268124512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,40,0.0,1.0,1.1299872291703363,0.0938482976421148,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
389,98101.0,7,47.60804,-122.33391,1.0,12,542305,0,542305,542305.0,0.0,0.0,45.0,56485204.0,2573.75,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,93,0.0,1.0,1.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
390,98144.0,2,47.57936,-122.29744,1.0,2,291940,0,291940,191940.0,100000.0,0.0,80.0,11688601.0,162.45,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,36,0.0,1.0,0.6574638624374871,0.34253613756251283,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
392,98133.0,5,47.72912,-122.34677,1.0,1,52311,0,52311,51116.0,0.0,0.0,96.0,930611.875,48.65,0.9771558563208503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0.0,1.0,0.9771558563208503,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
393,98109.0,7,47.62323,-122.33028,1.0,5,141131,69710,71421,74831.0,71643.0,0.0,,3085814.0,21.51,1.037858443573701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.4939382559466028,0.5060617440533972,0.5302236928810821,0.5076347506926189,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
394,98109.0,7,47.62333,-122.3296,1.0,5,176532,70067,106465,103494.0,70067.0,0.0,60.0,5803409.0,40.46,0.983170190107176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.3969082092765051,0.6030917907234948,0.5862619808306709,0.3969082092765051,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
395,98107.0,6,47.65825,-122.3683,1.0,1,52500,0,52500,49395.0,5853.0,0.0,2.0,3989399.0,70.47,1.0523428571428572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0.0,1.0,0.9408571428571428,0.11148571428571429,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396,98107.0,6,47.66587,-122.38476,1.0,2,57300,0,57300,29001.0,28299.0,0.0,55.0,4560492.0,156.67,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0.0,1.0,0.5061256544502618,0.49387434554973825,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,98121.0,7,47.61429,-122.35263,1.0,6,350310,0,350310,305233.0,26900.0,7666.0,90.0,18102026.0,224.36,0.9699951471553767,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,0.0,1.0,0.8713225428905826,0.09867260426479404,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
399,98101.0,7,47.60723,-122.33611,1.0,55,1400000,285000,1115000,994116.0,264481.0,133598.0,92.0,53079164.0,588.9,0.994425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0.20357142857142857,0.7964285714285714,0.7100828571428571,0.2843421428571429,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
401,98101.0,7,47.60968,-122.33379,1.0,21,305548,0,305548,310000.0,0.0,0.0,58.0,33729336.0,1510.85,1.0145705421079503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0.0,1.0,1.0145705421079503,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
402,98101.0,7,47.61054,-122.33466,1.0,46,1536606,512608,1023998,1002403.0,377046.0,53116.0,89.0,56606136.0,530.18,0.9322916870036951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0.3335975520074762,0.6664024479925238,0.6523487478247514,0.27994293917894375,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
403,98101.0,7,47.61003,-122.33452,1.0,10,135918,0,135918,144570.0,0.0,0.0,91.0,6423556.5,193.72,1.0636560278991745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0.0,1.0,1.0636560278991745,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
404,98101.0,7,47.61159,-122.33601,1.0,4,79957,0,79957,35694.0,29723.0,0.0,25.0,5252131.0,36.61,0.8181522568380505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,102,0.0,1.0,0.4464149480345686,0.3717373088034819,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
406,98101.0,7,47.61125,-122.33494,1.0,29,500000,0,500000,411301.0,80005.0,14528.0,93.0,18848780.0,131.4,1.011668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,33,0.0,1.0,0.822602,0.189066,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
409,98101.0,7,47.61033,-122.3357,1.0,6,109830,13200,96630,83485.0,13200.0,5000.0,45.0,7335905.5,51.14,0.9258399344441409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,32,0.12018574160065555,0.8798142583993445,0.760129290722025,0.165710643722116,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
411,98101.0,7,47.60991,-122.33687,1.0,10,130513,0,130513,87391.0,32264.0,10858.0,49.0,11651200.0,318.08,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,106,0.0,1.0,0.6695961321860657,0.33040386781393427,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
412,98101.0,7,47.60953,-122.33647,1.0,8,60660,0,60660,41958.0,4800.0,0.0,,2586116.0,18.03,0.7708209693372898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,96,0.0,1.0,0.6916913946587537,0.0791295746785361,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
413,98101.0,7,47.60902,-122.33674,1.0,14,137350,0,137350,124508.0,0.0,0.0,89.0,6366084.5,202.99,0.9065016381507098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0.0,1.0,0.9065016381507098,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
414,98101.0,7,47.60923,-122.33625,1.0,15,151039,0,151039,125473.0,0.0,0.0,84.0,5446624.0,238.09,0.8307324598282563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0.0,1.0,0.8307324598282563,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
415,98101.0,7,47.61022,-122.33745,1.0,30,755000,134662,620338,643083.0,126891.0,13422.0,72.0,52226204.0,793.05,1.03761059602649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,31,0.17836026490066226,0.8216397350993377,0.8517655629139073,0.18584503311258277,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
416,98101.0,7,47.60995,-122.33904,1.0,4,63540,0,63540,56747.0,0.0,0.0,72.0,3518459.5,74.83,0.8930909663204281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0.0,1.0,0.8930909663204281,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
417,98101.0,7,47.60987,-122.33824,1.0,10,130893,0,130893,87925.0,27177.0,6644.0,80.0,6962073.0,48.54,0.9301184937315211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,89,0.0,1.0,0.6717318725982291,0.2583866211332921,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
418,98101.0,7,47.60821,-122.33899,1.0,5,79920,0,79920,39960.0,26640.0,13320.0,,3009463.75,20.98,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,106,0.0,1.0,0.5,0.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
419,98101.0,7,47.60881,-122.34119,1.0,4,137400,0,137400,44078.0,19182.0,14380.0,,14940504.0,316.2,0.5650655021834061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,108,0.0,1.0,0.32080058224163027,0.24426491994177585,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
420,98101.0,7,47.61164,-122.33446,1.0,6,147852,86429,61423,64821.0,40629.0,13039.0,,9671619.0,185.03,0.8014027541054568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20,0.5845642940237534,0.4154357059762465,0.43841814787760736,0.36298460622784945,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
422,98101.0,7,47.61043,-122.33206,1.0,56,1605578,389860,1215718,1314475.0,389860.0,30744.0,97.0,49517704.0,525.78,1.0806569347611887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0.2428159827800331,0.7571840172199669,0.8186927075483097,0.2619642272128791,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
